year SL_MMCP2.6 SL_MMCP4.5 SL_MMCP6.0 SL_MMCP-break SL_MMCP8.5 SL_MMCP-feedback 
 2481 0.880 1.437 2.064 3.798 4.874 4.938 
 2482 0.881 1.439 2.066 3.807 4.887 4.951 
 2483 0.882 1.442 2.069 3.816 4.900 4.965 
 2484 0.883 1.444 2.071 3.824 4.912 4.980 
 2485 0.884 1.447 2.073 3.834 4.923 4.995 
 2486 0.887 1.450 2.076 3.843 4.934 5.010 
 2487 0.888 1.452 2.080 3.853 4.947 5.025 
 2488 0.889 1.454 2.085 3.862 4.961 5.040 
 2489 0.890 1.457 2.089 3.871 4.975 5.053 
 2490 0.891 1.459 2.092 3.881 4.990 5.066 
 2491 0.893 1.462 2.096 3.890 5.005 5.081 
 2492 0.894 1.463 2.100 3.899 5.018 5.096 
 2493 0.895 1.465 2.105 3.907 5.030 5.111 
 2494 0.896 1.467 2.110 3.917 5.041 5.123 
 2495 0.896 1.469 2.114 3.927 5.053 5.136 
 2496 0.896 1.471 2.117 3.937 5.066 5.150 
 2497 0.896 1.473 2.120 3.947 5.079 5.163 
 2498 0.897 1.476 2.123 3.958 5.092 5.176 
 2499 0.898 1.478 2.125 3.967 5.106 5.188 
 2500 0.899 1.480 2.128 3.976 5.118 5.199 
 2501 0.900 1.482 2.132 3.986 5.131 5.210 
 2502 0.902 1.485 2.137 3.996 5.143 5.221 
 2503 0.904 1.488 2.142 4.006 5.155 5.235 
 2504 0.906 1.491 2.145 4.018 5.168 5.248 
 2505 0.907 1.493 2.149 4.029 5.180 5.262 
 2506 0.908 1.495 2.152 4.040 5.194 5.275 
 2507 0.908 1.498 2.155 4.051 5.207 5.287 
 2508 0.909 1.500 2.158 4.063 5.220 5.301 
 2509 0.910 1.502 2.163 4.074 5.232 5.316 
 2510 0.911 1.504 2.166 4.085 5.245 5.329 
 2511 0.913 1.508 2.170 4.094 5.259 5.342 
 2512 0.914 1.512 2.175 4.104 5.273 5.355 
 2513 0.915 1.516 2.178 4.114 5.285 5.368 
 2514 0.917 1.519 2.182 4.124 5.297 5.380 
 2515 0.918 1.522 2.186 4.133 5.310 5.392 
 2516 0.920 1.525 2.188 4.143 5.324 5.404 
 2517 0.921 1.527 2.190 4.151 5.338 5.416 
 2518 0.923 1.530 2.192 4.161 5.351 5.429 
 2519 0.925 1.534 2.195 4.171 5.364 5.441 
 2520 0.926 1.537 2.199 4.181 5.378 5.453 
 2521 0.927 1.538 2.203 4.191 5.391 5.466 
 2522 0.929 1.540 2.207 4.202 5.404 5.480 
 2523 0.930 1.543 2.211 4.213 5.416 5.494 
 2524 0.931 1.546 2.214 4.223 5.429 5.508 
 2525 0.933 1.549 2.219 4.233 5.442 5.522 
 2526 0.936 1.551 2.223 4.244 5.454 5.535 
 2527 0.938 1.554 2.228 4.254 5.469 5.549 
 2528 0.940 1.557 2.232 4.264 5.483 5.563 
 2529 0.941 1.559 2.236 4.274 5.497 5.578 
 2530 0.943 1.562 2.240 4.285 5.510 5.591 
 2531 0.944 1.564 2.244 4.297 5.522 5.605 
 2532 0.945 1.567 2.248 4.309 5.536 5.619 
 2533 0.945 1.570 2.251 4.319 5.550 5.633 
 2534 0.947 1.572 2.254 4.329 5.563 5.647 
 2535 0.947 1.574 2.257 4.340 5.575 5.660 
 2536 0.948 1.577 2.261 4.351 5.588 5.674 
 2537 0.949 1.579 2.264 4.361 5.602 5.687 
 2538 0.950 1.581 2.268 4.370 5.616 5.701 
 2539 0.952 1.583 2.271 4.381 5.630 5.715 
 2540 0.953 1.585 2.275 4.394 5.642 5.728 
 2541 0.955 1.587 2.279 4.406 5.655 5.741 
 2542 0.955 1.588 2.282 4.417 5.668 5.755 
 2543 0.957 1.590 2.286 4.428 5.682 5.769 
 2544 0.959 1.592 2.290 4.438 5.697 5.783 
 2545 0.960 1.595 2.294 4.447 5.710 5.796 
 2546 0.961 1.598 2.297 4.457 5.722 5.809 
 2547 0.962 1.600 2.300 4.467 5.735 5.822 
 2548 0.964 1.601 2.303 4.477 5.749 5.835 
 2549 0.965 1.603 2.307 4.488 5.764 5.847 
 2550 0.967 1.604 2.310 4.498 5.777 5.860 
 2551 0.968 1.607 2.314 4.509 5.790 5.875 
 2552 0.969 1.610 2.316 4.520 5.804 5.891 
 2553 0.970 1.612 2.318 4.530 5.818 5.907 
 2554 0.971 1.615 2.321 4.541 5.830 5.923 
 2555 0.972 1.617 2.325 4.552 5.841 5.938 
 2556 0.973 1.619 2.330 4.563 5.855 5.952 
 2557 0.975 1.621 2.334 4.574 5.868 5.967 
 2558 0.976 1.623 2.339 4.584 5.882 5.983 
 2559 0.977 1.625 2.343 4.594 5.894 5.997 
 2560 0.977 1.628 2.347 4.605 5.905 6.012 
 2561 0.978 1.630 2.349 4.615 5.917 6.026 
 2562 0.978 1.632 2.352 4.625 5.929 6.039 
 2563 0.979 1.634 2.355 4.635 5.942 6.052 
 2564 0.980 1.636 2.359 4.645 5.954 6.065 
 2565 0.981 1.638 2.362 4.656 5.968 6.078 
 2566 0.982 1.641 2.365 4.666 5.981 6.090 
 2567 0.983 1.643 2.368 4.676 5.994 6.103 
 2568 0.984 1.646 2.371 4.685 6.008 6.116 
 2569 0.986 1.648 2.375 4.694 6.021 6.130 
 2570 0.988 1.652 2.378 4.703 6.035 6.144 
 2571 0.989 1.654 2.382 4.713 6.048 6.158 
 2572 0.991 1.658 2.385 4.723 6.062 6.173 
 2573 0.991 1.660 2.388 4.735 6.076 6.187 
 2574 0.992 1.661 2.391 4.745 6.090 6.202 
 2575 0.993 1.664 2.395 4.756 6.105 6.215 
 2576 0.994 1.666 2.398 4.767 6.120 6.226 
 2577 0.995 1.669 2.401 4.778 6.133 6.238 
 2578 0.997 1.672 2.405 4.788 6.145 6.249 
 2579 0.998 1.675 2.408 4.799 6.159 6.263 
 2580 0.999 1.678 2.412 4.809 6.174 6.276 
 2581 1.000 1.681 2.415 4.820 6.191 6.290 
 2582 1.001 1.684 2.418 4.831 6.206 6.304 
 2583 1.001 1.687 2.421 4.840 6.220 6.317 
 2584 1.001 1.691 2.424 4.850 6.234 6.331 
 2585 1.002 1.694 2.425 4.860 6.247 6.344 
 2586 1.002 1.698 2.429 4.869 6.260 6.357 
 2587 1.003 1.700 2.432 4.880 6.273 6.370 
 2588 1.004 1.701 2.435 4.890 6.286 6.383 
 2589 1.005 1.702 2.437 4.901 6.300 6.396 
 2590 1.006 1.704 2.439 4.913 6.313 6.410 
 2591 1.008 1.707 2.442 4.925 6.325 6.421 
 2592 1.009 1.710 2.446 4.936 6.338 6.435 
 2593 1.011 1.713 2.450 4.947 6.350 6.449 
 2594 1.014 1.715 2.454 4.958 6.362 6.462 
 2595 1.016 1.716 2.458 4.969 6.374 6.476 
 2596 1.017 1.718 2.463 4.981 6.386 6.490 
 2597 1.019 1.720 2.467 4.992 6.398 6.504 
 2598 1.021 1.722 2.472 5.003 6.410 6.516 
 2599 1.022 1.723 2.475 5.014 6.423 6.527 
 2600 1.023 1.726 2.478 5.025 6.435 6.538 
 2601 1.025 1.728 2.482 5.035 6.448 6.549 
 2602 1.027 1.729 2.485 5.046 6.460 6.561 
 2603 1.029 1.730 2.489 5.056 6.472 6.573 
 2604 1.030 1.731 2.491 5.067 6.484 6.586 
 2605 1.031 1.733 2.494 5.079 6.496 6.600 
 2606 1.032 1.736 2.497 5.091 6.509 6.613 
 2607 1.033 1.739 2.501 5.101 6.522 6.626 
 2608 1.034 1.742 2.504 5.111 6.533 6.639 
 2609 1.036 1.745 2.507 5.122 6.545 6.653 
 2610 1.037 1.747 2.510 5.133 6.556 6.665 
 2611 1.038 1.751 2.513 5.144 6.568 6.678 
 2612 1.039 1.753 2.516 5.156 6.580 6.691 
 2613 1.039 1.754 2.518 5.167 6.593 6.706 
 2614 1.041 1.755 2.521 5.177 6.606 6.720 
 2615 1.042 1.757 2.523 5.186 6.621 6.736 
 2616 1.044 1.759 2.527 5.196 6.634 6.751 
 2617 1.045 1.760 2.530 5.206 6.646 6.764 
 2618 1.047 1.763 2.533 5.216 6.658 6.776 
 2619 1.048 1.764 2.537 5.226 6.671 6.788 
 2620 1.049 1.766 2.541 5.237 6.685 6.800 
 2621 1.051 1.768 2.545 5.247 6.699 6.813 
 2622 1.051 1.770 2.548 5.258 6.712 6.827 
 2623 1.053 1.772 2.552 5.269 6.724 6.841 
 2624 1.055 1.773 2.555 5.278 6.737 6.854 
 2625 1.057 1.775 2.559 5.289 6.748 6.867 
 2626 1.058 1.777 2.561 5.300 6.761 6.879 
 2627 1.061 1.778 2.564 5.311 6.774 6.891 
 2628 1.063 1.779 2.566 5.323 6.787 6.904 
 2629 1.064 1.780 2.569 5.334 6.799 6.917 
 2630 1.065 1.782 2.571 5.344 6.811 6.931 
 2631 1.067 1.785 2.575 5.354 6.824 6.946 
 2632 1.069 1.788 2.578 5.364 6.839 6.959 
 2633 1.070 1.789 2.583 5.374 6.854 6.973 
 2634 1.071 1.791 2.587 5.384 6.867 6.987 
 2635 1.073 1.793 2.591 5.395 6.879 7.001 
 2636 1.075 1.795 2.595 5.406 6.891 7.015 
 2637 1.076 1.798 2.598 5.416 6.904 7.030 
 2638 1.077 1.799 2.600 5.425 6.916 7.044 
 2639 1.078 1.801 2.602 5.435 6.929 7.059 
 2640 1.078 1.802 2.605 5.446 6.943 7.072 
 2641 1.079 1.804 2.607 5.456 6.956 7.086 
 2642 1.081 1.805 2.610 5.467 6.970 7.100 
 2643 1.083 1.807 2.613 5.477 6.984 7.113 
 2644 1.085 1.810 2.615 5.487 6.996 7.126 
 2645 1.088 1.812 2.617 5.497 7.009 7.140 
 2646 1.090 1.815 2.620 5.508 7.022 7.153 
 2647 1.092 1.817 2.625 5.519 7.034 7.166 
 2648 1.093 1.820 2.629 5.530 7.045 7.179 
 2649 1.094 1.823 2.632 5.540 7.057 7.192 
 2650 1.095 1.826 2.635 5.550 7.068 7.204 
 2651 1.096 1.827 2.637 5.559 7.079 7.216 
 2652 1.097 1.830 2.641 5.569 7.091 7.228 
 2653 1.099 1.833 2.643 5.579 7.103 7.242 
 2654 1.100 1.836 2.646 5.588 7.116 7.256 
 2655 1.101 1.838 2.648 5.598 7.130 7.270 
 2656 1.103 1.840 2.652 5.607 7.143 7.284 
 2657 1.104 1.842 2.655 5.618 7.156 7.297 
 2658 1.106 1.843 2.658 5.628 7.168 7.311 
 2659 1.108 1.846 2.660 5.639 7.181 7.324 
 2660 1.110 1.849 2.664 5.650 7.193 7.336 
 2661 1.110 1.852 2.666 5.660 7.207 7.348 
 2662 1.111 1.854 2.669 5.668 7.220 7.360 
 2663 1.111 1.856 2.671 5.677 7.234 7.374 
 2664 1.112 1.858 2.674 5.687 7.249 7.387 
 2665 1.113 1.860 2.677 5.697 7.261 7.400 
 2666 1.114 1.861 2.679 5.707 7.272 7.412 
 2667 1.115 1.863 2.681 5.717 7.283 7.424 
 2668 1.116 1.865 2.684 5.728 7.295 7.435 
 2669 1.117 1.868 2.687 5.738 7.308 7.448 
 2670 1.117 1.870 2.691 5.747 7.321 7.461 
 2671 1.118 1.872 2.695 5.755 7.332 7.476 
 2672 1.119 1.875 2.699 5.764 7.345 7.489 
 2673 1.120 1.877 2.702 5.776 7.358 7.503 
 2674 1.121 1.879 2.705 5.787 7.370 7.517 
 2675 1.121 1.881 2.707 5.797 7.381 7.531 
 2676 1.123 1.883 2.710 5.806 7.393 7.544 
 2677 1.124 1.885 2.712 5.816 7.405 7.558 
 2678 1.125 1.885 2.716 5.826 7.419 7.570 
 2679 1.126 1.887 2.721 5.836 7.434 7.582 
 2680 1.127 1.888 2.725 5.845 7.445 7.594 
 2681 1.129 1.889 2.728 5.853 7.458 7.607 
 2682 1.130 1.891 2.730 5.864 7.470 7.618 
 2683 1.130 1.893 2.734 5.874 7.481 7.631 
 2684 1.131 1.894 2.737 5.883 7.493 7.644 
 2685 1.132 1.896 2.741 5.893 7.504 7.655 
 2686 1.134 1.899 2.745 5.902 7.515 7.667 
 2687 1.135 1.902 2.747 5.911 7.527 7.679 
 2688 1.137 1.904 2.750 5.921 7.539 7.690 
 2689 1.138 1.906 2.753 5.931 7.552 7.701 
 2690 1.139 1.908 2.758 5.942 7.564 7.713 
 2691 1.140 1.910 2.763 5.952 7.574 7.725 
 2692 1.140 1.912 2.766 5.962 7.585 7.736 
 2693 1.141 1.914 2.770 5.971 7.597 7.748 
 2694 1.143 1.916 2.773 5.980 7.608 7.760 
 2695 1.143 1.918 2.777 5.988 7.619 7.772 
 2696 1.145 1.919 2.781 5.998 7.632 7.784 
 2697 1.147 1.922 2.785 6.007 7.645 7.796 
 2698 1.148 1.926 2.789 6.016 7.657 7.809 
 2699 1.149 1.928 2.792 6.027 7.668 7.821 
 2700 1.150 1.930 2.794 6.038 7.679 7.833 
 2701 1.151 1.931 2.796 6.048 7.691 7.846 
 2702 1.153 1.932 2.799 6.057 7.703 7.858 
 2703 1.154 1.934 2.802 6.066 7.715 7.870 
 2704 1.155 1.936 2.805 6.077 7.726 7.883 
 2705 1.157 1.938 2.808 6.087 7.736 7.897 
 2706 1.158 1.940 2.810 6.097 7.748 7.911 
 2707 1.160 1.944 2.812 6.107 7.760 7.925 
 2708 1.161 1.946 2.815 6.118 7.772 7.938 
 2709 1.163 1.949 2.818 6.127 7.784 7.950 
 2710 1.164 1.952 2.821 6.138 7.795 7.961 
 2711 1.166 1.954 2.825 6.147 7.808 7.971 
 2712 1.166 1.956 2.829 6.156 7.820 7.982 
 2713 1.167 1.957 2.833 6.166 7.830 7.993 
 2714 1.169 1.959 2.836 6.175 7.842 8.005 
 2715 1.169 1.961 2.839 6.184 7.852 8.016 
 2716 1.169 1.963 2.843 6.193 7.863 8.028 
 2717 1.170 1.964 2.847 6.202 7.874 8.039 
 2718 1.170 1.966 2.852 6.211 7.886 8.052 
 2719 1.171 1.968 2.856 6.220 7.898 8.064 
 2720 1.172 1.969 2.860 6.229 7.910 8.075 
 2721 1.174 1.971 2.862 6.238 7.921 8.087 
 2722 1.175 1.972 2.864 6.247 7.931 8.098 
 2723 1.175 1.974 2.866 6.257 7.943 8.110 
 2724 1.176 1.974 2.869 6.266 7.955 8.122 
 2725 1.176 1.976 2.873 6.276 7.968 8.135 
 2726 1.178 1.978 2.876 6.286 7.982 8.146 
 2727 1.179 1.979 2.878 6.297 7.996 8.158 
 2728 1.180 1.980 2.880 6.308 8.010 8.171 
 2729 1.181 1.981 2.884 6.317 8.023 8.183 
 2730 1.183 1.984 2.887 6.325 8.035 8.196 
 2731 1.184 1.986 2.889 6.334 8.046 8.208 
 2732 1.185 1.988 2.891 6.343 8.057 8.220 
 2733 1.185 1.990 2.893 6.354 8.067 8.233 
 2734 1.187 1.991 2.895 6.365 8.078 8.244 
 2735 1.187 1.994 2.898 6.375 8.089 8.257 
 2736 1.188 1.996 2.902 6.385 8.100 8.268 
 2737 1.188 2.000 2.907 6.394 8.110 8.281 
 2738 1.190 2.002 2.911 6.403 8.121 8.293 
 2739 1.191 2.005 2.915 6.412 8.131 8.307 
 2740 1.192 2.006 2.919 6.420 8.143 8.321 
 2741 1.194 2.006 2.922 6.428 8.156 8.334 
 2742 1.194 2.008 2.925 6.436 8.169 8.348 
 2743 1.195 2.010 2.929 6.443 8.181 8.361 
 2744 1.195 2.012 2.933 6.452 8.192 8.373 
 2745 1.195 2.015 2.937 6.462 8.203 8.386 
 2746 1.196 2.018 2.941 6.471 8.214 8.399 
 2747 1.196 2.019 2.945 6.479 8.226 8.412 
 2748 1.197 2.021 2.949 6.488 8.239 8.426 
 2749 1.197 2.024 2.953 6.497 8.252 8.439 
 2750 1.198 2.026 2.956 6.504 8.264 8.451 
 2751 1.198 2.027 2.958 6.512 8.275 8.465 
 2752 1.200 2.028 2.962 6.520 8.286 8.477 
 2753 1.201 2.028 2.965 6.528 8.297 8.489 
 2754 1.202 2.031 2.967 6.537 8.308 8.500 
 2755 1.204 2.033 2.970 6.547 8.321 8.511 
 2756 1.204 2.034 2.973 6.557 8.332 8.523 
 2757 1.206 2.035 2.976 6.566 8.345 8.536 
 2758 1.207 2.035 2.979 6.574 8.358 8.550 
 2759 1.208 2.036 2.982 6.582 8.370 8.562 
 2760 1.209 2.036 2.985 6.590 8.382 8.576 
 2761 1.210 2.038 2.989 6.598 8.394 8.588 
 2762 1.210 2.041 2.993 6.606 8.405 8.601 
 2763 1.210 2.044 2.995 6.613 8.417 8.614 
 2764 1.211 2.046 2.998 6.621 8.430 8.628 
 2765 1.212 2.048 3.001 6.627 8.442 8.641 
 2766 1.212 2.050 3.003 6.634 8.454 8.654 
 2767 1.212 2.052 3.006 6.640 8.466 8.667 
 2768 1.213 2.054 3.008 6.649 8.477 8.679 
 2769 1.214 2.057 3.011 6.657 8.487 8.690 
 2770 1.215 2.058 3.014 6.665 8.498 8.702 
 2771 1.216 2.060 3.018 6.673 8.510 8.714 
 2772 1.216 2.062 3.021 6.681 8.524 8.726 
 2773 1.216 2.063 3.025 6.689 8.536 8.737 
 2774 1.217 2.065 3.028 6.698 8.548 8.750 
 2775 1.218 2.067 3.031 6.707 8.561 8.763 
 2776 1.219 2.069 3.034 6.716 8.572 8.775 
 2777 1.219 2.070 3.038 6.723 8.584 8.787 
 2778 1.220 2.073 3.041 6.731 8.595 8.798 
 2779 1.221 2.075 3.046 6.738 8.606 8.809 
 2780 1.222 2.076 3.049 6.745 8.618 8.821 
 2781 1.222 2.078 3.052 6.751 8.630 8.832 
 2782 1.222 2.079 3.055 6.757 8.644 8.842 
 2783 1.223 2.080 3.057 6.764 8.656 8.852 
 2784 1.223 2.083 3.061 6.771 8.667 8.863 
 2785 1.223 2.084 3.066 6.778 8.678 8.874 
 2786 1.224 2.085 3.070 6.786 8.689 8.886 
 2787 1.225 2.087 3.072 6.794 8.700 8.898 
 2788 1.227 2.088 3.076 6.803 8.713 8.910 
 2789 1.228 2.090 3.078 6.811 8.725 8.923 
 2790 1.229 2.091 3.082 6.819 8.736 8.937 
 2791 1.230 2.093 3.086 6.826 8.747 8.951 
 2792 1.231 2.094 3.089 6.832 8.759 8.963 
 2793 1.232 2.096 3.092 6.839 8.771 8.974 
 2794 1.233 2.098 3.096 6.846 8.783 8.987 
 2795 1.234 2.100 3.100 6.854 8.794 8.999 
 2796 1.236 2.103 3.102 6.863 8.806 9.012 
 2797 1.236 2.105 3.105 6.871 8.818 9.025 
 2798 1.237 2.107 3.107 6.879 8.830 9.036 
 2799 1.238 2.108 3.109 6.886 8.843 9.048 
 2800 1.239 2.109 3.112 6.893 8.855 9.062 
 2801 1.240 2.110 3.116 6.900 8.868 9.076 
 2802 1.240 2.111 3.120 6.908 8.880 9.090 
 2803 1.241 2.113 3.123 6.917 8.891 9.103 
 2804 1.242 2.114 3.126 6.924 8.903 9.118 
 2805 1.243 2.115 3.129 6.932 8.915 9.132 
 2806 1.245 2.116 3.132 6.940 8.926 9.146 
 2807 1.246 2.119 3.135 6.947 8.936 9.159 
 2808 1.246 2.121 3.138 6.954 8.947 9.173 
 2809 1.248 2.123 3.142 6.961 8.959 9.185 
 2810 1.248 2.125 3.146 6.968 8.972 9.198 
 2811 1.249 2.127 3.149 6.975 8.983 9.210 
 2812 1.250 2.128 3.152 6.983 8.994 9.222 
 2813 1.252 2.129 3.155 6.989 9.005 9.233 
 2814 1.254 2.130 3.159 6.996 9.017 9.245 
 2815 1.255 2.131 3.162 7.002 9.029 9.257 
 2816 1.256 2.133 3.165 7.010 9.040 9.269 
 2817 1.258 2.135 3.167 7.017 9.052 9.282 
 2818 1.259 2.136 3.170 7.024 9.064 9.294 
 2819 1.261 2.138 3.172 7.032 9.076 9.305 
 2820 1.262 2.140 3.174 7.039 9.088 9.317 
 2821 1.262 2.141 3.177 7.048 9.101 9.329 
 2822 1.263 2.142 3.181 7.055 9.113 9.340 
 2823 1.264 2.143 3.185 7.063 9.126 9.352 
 2824 1.265 2.145 3.188 7.070 9.139 9.363 
 2825 1.266 2.147 3.190 7.077 9.151 9.375 
 2826 1.267 2.148 3.193 7.084 9.161 9.386 
 2827 1.267 2.149 3.198 7.092 9.171 9.397 
 2828 1.268 2.150 3.202 7.100 9.182 9.410 
 2829 1.269 2.151 3.207 7.109 9.195 9.424 
 2830 1.271 2.152 3.211 7.116 9.208 9.437 
 2831 1.272 2.152 3.215 7.122 9.221 9.452 
 2832 1.273 2.153 3.219 7.129 9.233 9.466 
 2833 1.274 2.155 3.222 7.137 9.244 9.478 
 2834 1.275 2.156 3.226 7.145 9.254 9.490 
 2835 1.275 2.157 3.229 7.152 9.265 9.501 
 2836 1.276 2.157 3.233 7.159 9.275 9.513 
 2837 1.276 2.159 3.236 7.166 9.287 9.526 
 2838 1.277 2.159 3.239 7.174 9.299 9.538 
 2839 1.278 2.160 3.240 7.183 9.312 9.551 
 2840 1.279 2.161 3.243 7.192 9.325 9.564 
 2841 1.280 2.162 3.247 7.201 9.336 9.576 
 2842 1.281 2.163 3.250 7.209 9.347 9.588 
 2843 1.282 2.164 3.253 7.218 9.357 9.600 
 2844 1.283 2.165 3.257 7.226 9.369 9.613 
 2845 1.284 2.167 3.261 7.236 9.381 9.626 
 2846 1.285 2.168 3.264 7.245 9.393 9.639 
 2847 1.286 2.170 3.268 7.254 9.407 9.652 
 2848 1.287 2.171 3.271 7.260 9.420 9.666 
 2849 1.288 2.172 3.275 7.267 9.432 9.679 
 2850 1.288 2.173 3.279 7.274 9.445 9.693 
 2851 1.288 2.176 3.284 7.282 9.458 9.706 
 2852 1.289 2.179 3.288 7.290 9.471 9.719 
 2853 1.290 2.182 3.292 7.297 9.484 9.732 
 2854 1.291 2.185 3.295 7.304 9.496 9.744 
 2855 1.292 2.186 3.298 7.312 9.508 9.754 
 2856 1.294 2.187 3.301 7.319 9.521 9.765 
 2857 1.294 2.189 3.304 7.327 9.533 9.777 
 2858 1.295 2.190 3.307 7.334 9.546 9.791 
 2859 1.296 2.191 3.312 7.342 9.557 9.805 
 2860 1.297 2.192 3.315 7.350 9.568 9.817 
 2861 1.298 2.193 3.319 7.356 9.578 9.828 
 2862 1.298 2.194 3.322 7.363 9.587 9.838 
 2863 1.299 2.196 3.325 7.370 9.597 9.849 
 2864 1.301 2.198 3.328 7.378 9.608 9.860 
 2865 1.302 2.200 3.331 7.386 9.620 9.871 
 2866 1.303 2.203 3.334 7.393 9.630 9.882 
 2867 1.305 2.205 3.338 7.400 9.641 9.894 
 2868 1.307 2.208 3.343 7.407 9.652 9.907 
 2869 1.308 2.209 3.346 7.415 9.663 9.920 
 2870 1.308 2.209 3.350 7.423 9.675 9.934 
 2871 1.309 2.210 3.354 7.432 9.688 9.946 
 2872 1.310 2.210 3.358 7.442 9.699 9.960 
 2873 1.310 2.211 3.363 7.450 9.710 9.972 
 2874 1.312 2.212 3.368 7.458 9.721 9.984 
 2875 1.314 2.213 3.373 7.466 9.732 9.995 
 2876 1.315 2.214 3.378 7.474 9.742 10.006 
 2877 1.317 2.215 3.383 7.482 9.753 10.016 
 2878 1.318 2.216 3.386 7.490 9.766 10.026 
 2879 1.320 2.218 3.390 7.499 9.779 10.036 
 2880 1.321 2.220 3.394 7.509 9.792 10.048 
 2881 1.322 2.221 3.398 7.517 9.805 10.059 
 2882 1.324 2.223 3.401 7.523 9.817 10.072 
 2883 1.324 2.224 3.404 7.529 9.828 10.084 
 2884 1.325 2.225 3.408 7.538 9.839 10.096 
 2885 1.326 2.226 3.413 7.546 9.851 10.107 
 2886 1.327 2.228 3.418 7.555 9.862 10.119 
 2887 1.328 2.229 3.422 7.562 9.874 10.130 
 2888 1.328 2.231 3.425 7.570 9.885 10.142 
 2889 1.328 2.233 3.429 7.578 9.896 10.153 
 2890 1.329 2.235 3.433 7.585 9.908 10.164 
 2891 1.330 2.237 3.438 7.591 9.919 10.176 
 2892 1.331 2.239 3.442 7.598 9.930 10.190 
 2893 1.333 2.240 3.446 7.606 9.942 10.202 
 2894 1.334 2.241 3.449 7.613 9.953 10.216 
 2895 1.335 2.243 3.453 7.621 9.965 10.230 
 2896 1.335 2.244 3.455 7.628 9.977 10.243 
 2897 1.336 2.245 3.458 7.636 9.989 10.254 
 2898 1.336 2.247 3.463 7.644 9.999 10.265 
 2899 1.338 2.248 3.466 7.653 10.009 10.277 
 2900 1.338 2.250 3.470 7.661 10.021 10.289 
 2901 1.338 2.252 3.474 7.670 10.034 10.301 
 2902 1.340 2.254 3.478 7.679 10.046 10.313 
 2903 1.341 2.255 3.483 7.687 10.057 10.325 
 2904 1.342 2.257 3.487 7.694 10.067 10.338 
 2905 1.343 2.259 3.492 7.701 10.078 10.352 
 2906 1.344 2.261 3.497 7.708 10.090 10.367 
 2907 1.346 2.263 3.504 7.716 10.102 10.381 
 2908 1.347 2.264 3.510 7.724 10.114 10.393 
 2909 1.347 2.265 3.515 7.731 10.125 10.405 
 2910 1.347 2.266 3.520 7.739 10.136 10.418 
 2911 1.348 2.267 3.524 7.749 10.145 10.430 
 2912 1.350 2.269 3.529 7.759 10.156 10.444 
 2913 1.352 2.270 3.533 7.768 10.167 10.455 
 2914 1.353 2.271 3.536 7.776 10.177 10.467 
 2915 1.354 2.272 3.541 7.784 10.188 10.480 
 2916 1.355 2.273 3.545 7.792 10.199 10.492 
 2917 1.357 2.274 3.548 7.801 10.211 10.503 
 2918 1.358 2.276 3.553 7.810 10.224 10.514 
 2919 1.360 2.278 3.557 7.819 10.236 10.525 
 2920 1.361 2.281 3.561 7.828 10.248 10.536 
 2921 1.362 2.282 3.565 7.836 10.260 10.547 
 2922 1.363 2.284 3.569 7.845 10.272 10.557 
 2923 1.364 2.285 3.574 7.855 10.285 10.568 
 2924 1.364 2.286 3.579 7.864 10.298 10.581 
 2925 1.365 2.287 3.583 7.872 10.311 10.594 
 2926 1.366 2.287 3.588 7.880 10.322 10.608 
 2927 1.367 2.288 3.592 7.887 10.333 10.620 
 2928 1.369 2.289 3.597 7.895 10.343 10.631 
 2929 1.370 2.290 3.602 7.904 10.355 10.641 
 2930 1.371 2.292 3.607 7.913 10.366 10.653 
 2931 1.372 2.292 3.612 7.923 10.377 10.666 
 2932 1.373 2.294 3.615 7.932 10.390 10.679 
 2933 1.373 2.296 3.620 7.940 10.402 10.692 
 2934 1.374 2.297 3.626 7.948 10.415 10.704 
 2935 1.375 2.300 3.631 7.956 10.426 10.716 
 2936 1.375 2.302 3.635 7.963 10.435 10.729 
 2937 1.375 2.303 3.639 7.972 10.444 10.741 
 2938 1.376 2.303 3.643 7.980 10.455 10.752 
 2939 1.377 2.305 3.648 7.988 10.467 10.764 
 2940 1.377 2.307 3.653 7.995 10.480 10.776 
 2941 1.378 2.308 3.658 8.002 10.491 10.791 
 2942 1.379 2.309 3.663 8.010 10.502 10.805 
 2943 1.379 2.310 3.668 8.018 10.513 10.817 
 2944 1.380 2.313 3.673 8.025 10.525 10.830 
 2945 1.382 2.315 3.679 8.033 10.537 10.842 
 2946 1.384 2.316 3.685 8.040 10.550 10.854 
 2947 1.386 2.318 3.691 8.048 10.563 10.866 
 2948 1.387 2.319 3.696 8.057 10.576 10.877 
 2949 1.389 2.320 3.701 8.065 10.589 10.889 
 2950 1.389 2.321 3.706 8.073 10.602 10.902 
 2951 1.390 2.322 3.711 8.082 10.618 10.914 
 2952 1.391 2.323 3.717 8.090 10.631 10.926 
 2953 1.392 2.325 3.722 8.099 10.641 10.940 
 2954 1.393 2.326 3.728 8.107 10.652 10.954 
 2955 1.395 2.327 3.734 8.116 10.664 10.968 
 2956 1.397 2.329 3.740 8.126 10.675 10.981 
 2957 1.397 2.330 3.745 8.134 10.688 10.993 
 2958 1.398 2.331 3.750 8.143 10.699 11.005 
 2959 1.399 2.332 3.755 8.151 10.711 11.016 
 2960 1.399 2.334 3.761 8.159 10.722 11.027 
